0	Generic	NotDef	.notdef
10162	Ideographs	UROr7C	uni7C26-CN
10163	Ideographs	UROr7C	uni7C27-JP
10164	Ideographs	UROr7C	uni7C28-JP
10165	Ideographs	UROr7C	uni7C2A-JP
10166	Ideographs	UROr7C	uni7C2B-JP
10167	Ideographs	UROr7C	uni7C2C-JP
10168	Ideographs	UROr7C	uni7C2F-JP
10169	Ideographs	UROr7C	uni7C31-JP
10170	Ideographs	UROr7C	uni7C33-JP
10171	Ideographs	UROr7C	uni7C34-JP
10172	Ideographs	UROr7C	uni7C36-JP
10173	Ideographs	UROr7C	uni7C37-JP
10174	Ideographs	UROr7C	uni7C38-CN
10175	Ideographs	UROr7C	uni7C39-JP
10176	Ideographs	UROr7C	uni7C3A-JP
10177	Ideographs	UROr7C	uni7C3D-JP
10178	Ideographs	UROr7C	uni7C3E-JP
10179	Ideographs	UROr7C	uni7C3F-JP
10180	Ideographs	UROr7C	uni7C40-JP
10181	Ideographs	UROr7C	uni7C42-JP
10182	Ideographs	UROr7C	uni7C43-JP
10183	Ideographs	UROr7C	uni7C45-JP
10184	Ideographs	UROr7C	uni7C46-JP
10185	Ideographs	UROr7C	uni7C4A-JP
10186	Ideographs	UROr7C	uni7C4C-JP
10187	Ideographs	UROr7C	uni7C4D-CN
10188	Ideographs	UROr7C	uni7C4F-JP
10189	Ideographs	UROr7C	uni7C50-JP
10190	Ideographs	UROr7C	uni7C51-JP
10191	Ideographs	UROr7C	uni7C52-JP
10192	Ideographs	UROr7C	uni7C53-JP
10193	Ideographs	UROr7C	uni7C54-JP
10194	Ideographs	UROr7C	uni7C55-JP
10195	Ideographs	UROr7C	uni7C56-CN
10196	Ideographs	UROr7C	uni7C57-JP
10197	Ideographs	UROr7C	uni7C58-JP
10198	Ideographs	UROr7C	uni7C59-JP
10199	Ideographs	UROr7C	uni7C5A-JP
10200	Ideographs	UROr7C	uni7C5B-JP
10201	Ideographs	UROr7C	uni7C5C-JP
10202	Ideographs	UROr7C	uni7C5D-JP
10203	Ideographs	UROr7C	uni7C5E-JP
10204	Ideographs	UROr7C	uni7C5F-JP
10205	Ideographs	UROr7C	uni7C60-JP
10206	Ideographs	UROr7C	uni7C61-JP
10207	Ideographs	UROr7C	uni7C63-JP
10208	Ideographs	UROr7C	uni7C64-CN
10209	Ideographs	UROr7C	uni7C65-JP
10210	Ideographs	UROr7C	uni7C67-JP
10211	Ideographs	UROr7C	uni7C69-JP
10212	Ideographs	UROr7C	uni7C6C-JP
10213	Ideographs	UROr7C	uni7C6D-JP
10214	Ideographs	UROr7C	uni7C6E-JP
10215	Ideographs	UROr7C	uni7C6F-JP
10216	Ideographs	UROr7C	uni7C70-JP
10217	Ideographs	UROr7C	uni7C72-JP
10218	Ideographs	UROr7C	uni7C73-CN
10219	Ideographs	UROr7C	uni7C75-JP
10220	Ideographs	UROr7C	uni7C79-JP
10221	Ideographs	UROr7C	uni7C7B-JP
10222	Ideographs	UROr7C	uni7C7C-JP
10223	Ideographs	UROr7C	uni7C7D-JP
10224	Ideographs	UROr7C	uni7C7E-JP
10225	Ideographs	UROr7C	uni7C81-JP
10226	Ideographs	UROr7C	uni7C82-JP
10227	Ideographs	UROr7C	uni7C83-JP
10228	Ideographs	UROr7C	uni7C86-JP
10229	Ideographs	UROr7C	uni7C87-JP
10230	Ideographs	UROr7C	uni7C89-CN
10231	Ideographs	UROr7C	uni7C8B-JP
10232	Ideographs	UROr7C	uni7C8D-JP
10233	Ideographs	UROr7C	uni7C8F-JP
10234	Ideographs	UROr7C	uni7C90-JP
10235	Ideographs	UROr7C	uni7C92-JP
10236	Ideographs	UROr7C	uni7C94-JP
10237	Ideographs	UROr7C	uni7C95-CN
10238	Ideographs	UROr7C	uni7C97-CN
10239	Ideographs	UROr7C	uni7C98-JP
10240	Ideographs	UROr7C	uni7C9B-JP
10241	Ideographs	UROr7C	uni7C9E-JP
10242	Ideographs	UROr7C	uni7C9F-CN
10243	Ideographs	UROr7C	uni7CA0-JP
10244	Ideographs	UROr7C	uni7CA1-JP
10245	Ideographs	UROr7C	uni7CA2-JP
10246	Ideographs	UROr7C	uni7CA4-JP
10247	Ideographs	UROr7C	uni7CA5-JP
10248	Ideographs	UROr7C	uni7CA6-JP
10249	Ideographs	UROr7C	uni7CA7-JP
10250	Ideographs	UROr7C	uni7CA8-JP
10251	Ideographs	UROr7C	uni7CAB-JP
10252	Ideographs	UROr7C	uni7CAD-JP
10253	Ideographs	UROr7C	uni7CAE-JP
10254	Ideographs	UROr7C	uni7CB0-JP
10255	Ideographs	UROr7C	uni7CB1-CN
10256	Ideographs	UROr7C	uni7CB2-JP
10257	Ideographs	UROr7C	uni7CB3-CN
10258	Ideographs	UROr7C	uni7CB6-JP
10259	Ideographs	UROr7C	uni7CB7-JP
10260	Ideographs	UROr7C	uni7CB9-JP
10261	Ideographs	UROr7C	uni7CBA-JP
10262	Ideographs	UROr7C	uni7CBB-JP
10263	Ideographs	UROr7C	uni7CBC-JP
10264	Ideographs	UROr7C	uni7CBD-JP
10265	Ideographs	UROr7C	uni7CBE-CN
10266	Ideographs	UROr7C	uni7CBF-JP
10267	Ideographs	UROr7C	uni7CC0-JP
10268	Ideographs	UROr7C	uni7CC2-JP
10269	Ideographs	UROr7C	uni7CC4-JP
10270	Ideographs	UROr7C	uni7CC5-JP
10271	Ideographs	UROr7C	uni7CC7-CN
10272	Ideographs	UROr7C	uni7CC8-CN
10273	Ideographs	UROr7C	uni7CC9-JP
10274	Ideographs	UROr7C	uni7CCA-CN
10275	Ideographs	UROr7C	uni7CCD-JP
10276	Ideographs	UROr7C	uni7CCE-JP
10277	Ideographs	UROr7C	uni7CCF-JP
10278	Ideographs	UROr7C	uni7CD2-JP
10279	Ideographs	UROr7C	uni7CD3-JP
10280	Ideographs	UROr7C	uni7CD4-JP
10281	Ideographs	UROr7C	uni7CD5-CN
10282	Ideographs	UROr7C	uni7CD6-JP
10283	Ideographs	UROr7C	uni7CD7-JP
10284	Ideographs	UROr7C	uni7CD8-JP
10285	Ideographs	UROr7C	uni7CD9-JP
10286	Ideographs	UROr7C	uni7CDA-JP
10287	Ideographs	UROr7C	uni7CDC-JP
10288	Ideographs	UROr7C	uni7CDD-JP
10289	Ideographs	UROr7C	uni7CDE-JP
10290	Ideographs	UROr7C	uni7CDF-CN
10291	Ideographs	UROr7C	uni7CE0-JP
10292	Ideographs	UROr7C	uni7CE2-JP
10293	Ideographs	UROr7C	uni7CE6-JP
10294	Ideographs	UROr7C	uni7CE7-JP
10295	Ideographs	UROr7C	uni7CE9-JP
10296	Ideographs	UROr7C	uni7CEB-JP
10297	Ideographs	UROr7C	uni7CEF-CN
10298	Ideographs	UROr7C	uni7CF2-JP
10299	Ideographs	UROr7C	uni7CF4-JP
10300	Ideographs	UROr7C	uni7CF5-JP
10301	Ideographs	UROr7C	uni7CF6-JP
10302	Ideographs	UROr7C	uni7CF8-JP
10303	Ideographs	UROr7C	uni7CF9-CN
10304	Ideographs	UROr7C	uni7CFA-JP
10305	Ideographs	UROr7C	uni7CFB-JP
10306	Ideographs	UROr7C	uni7CFE-JP
10307	Ideographs	UROr7D	uni7D00-JP
10308	Ideographs	UROr7D	uni7D02-JP
10309	Ideographs	UROr7D	uni7D03-JP
10310	Ideographs	UROr7D	uni7D04-JP
10311	Ideographs	UROr7D	uni7D05-JP
10312	Ideographs	UROr7D	uni7D06-JP
10313	Ideographs	UROr7D	uni7D07-JP
10314	Ideographs	UROr7D	uni7D08-JP
10315	Ideographs	UROr7D	uni7D09-JP
10316	Ideographs	UROr7D	uni7D0A-JP
10317	Ideographs	UROr7D	uni7D0B-JP
10318	Ideographs	UROr7D	uni7D0D-JP
10319	Ideographs	UROr7D	uni7D0F-JP
10320	Ideographs	UROr7D	uni7D10-JP
10321	Ideographs	UROr7D	uni7D11-JP
10322	Ideographs	UROr7D	uni7D12-JP
10323	Ideographs	UROr7D	uni7D13-JP
10324	Ideographs	UROr7D	uni7D14-JP
10325	Ideographs	UROr7D	uni7D15-JP
10326	Ideographs	UROr7D	uni7D16-JP
10327	Ideographs	UROr7D	uni7D17-JP
10328	Ideographs	UROr7D	uni7D18-JP
10329	Ideographs	UROr7D	uni7D19-JP
10330	Ideographs	UROr7D	uni7D1A-JP
10331	Ideographs	UROr7D	uni7D1B-JP
10332	Ideographs	UROr7D	uni7D1C-JP
10333	Ideographs	UROr7D	uni7D1D-JP
10334	Ideographs	UROr7D	uni7D1E-JP
10335	Ideographs	UROr7D	uni7D20-JP
10336	Ideographs	UROr7D	uni7D21-JP
10337	Ideographs	UROr7D	uni7D22-JP
10338	Ideographs	UROr7D	uni7D23-JP
10339	Ideographs	UROr7D	uni7D26-JP
10340	Ideographs	UROr7D	uni7D2A-JP
10341	Ideographs	UROr7D	uni7D2B-JP
10342	Ideographs	UROr7D	uni7D2C-JP
10343	Ideographs	UROr7D	uni7D2D-JP
10344	Ideographs	UROr7D	uni7D2E-JP
10345	Ideographs	UROr7D	uni7D2F-JP
10346	Ideographs	UROr7D	uni7D30-JP
10347	Ideographs	UROr7D	uni7D31-JP
10348	Ideographs	UROr7D	uni7D32-JP
10349	Ideographs	UROr7D	uni7D33-JP
10350	Ideographs	UROr7D	uni7D35-JP
10351	Ideographs	UROr7D	uni7D39-JP
10352	Ideographs	UROr7D	uni7D3A-JP
10353	Ideographs	UROr7D	uni7D3C-JP
10354	Ideographs	UROr7D	uni7D3D-JP
10355	Ideographs	UROr7D	uni7D3E-JP
10356	Ideographs	UROr7D	uni7D3F-JP
10357	Ideographs	UROr7D	uni7D40-JP
10358	Ideographs	UROr7D	uni7D41-JP
10359	Ideographs	UROr7D	uni7D42-JP
10360	Ideographs	UROr7D	uni7D43-JP
10361	Ideographs	UROr7D	uni7D44-JP
10362	Ideographs	UROr7D	uni7D45-JP
10363	Ideographs	UROr7D	uni7D46-JP
10364	Ideographs	UROr7D	uni7D47-JP
10365	Ideographs	UROr7D	uni7D48-JP
10366	Ideographs	UROr7D	uni7D4B-JP
10367	Ideographs	UROr7D	uni7D4C-JP
10368	Ideographs	UROr7D	uni7D4D-JP
10369	Ideographs	UROr7D	uni7D4E-JP
10370	Ideographs	UROr7D	uni7D4F-JP
10371	Ideographs	UROr7D	uni7D50-JP
10372	Ideographs	UROr7D	uni7D51-JP
10373	Ideographs	UROr7D	uni7D53-JP
10374	Ideographs	UROr7D	uni7D55-JP
10375	Ideographs	UROr7D	uni7D56-JP
10376	Ideographs	UROr7D	uni7D57-JP
10377	Ideographs	UROr7D	uni7D59-JP
10378	Ideographs	UROr7D	uni7D5A-JP
10379	Ideographs	UROr7D	uni7D5B-JP
10380	Ideographs	UROr7D	uni7D5C-JP
10381	Ideographs	UROr7D	uni7D5D-JP
10382	Ideographs	UROr7D	uni7D5E-JP
10383	Ideographs	UROr7D	uni7D61-JP
10384	Ideographs	UROr7D	uni7D62-JP
10385	Ideographs	UROr7D	uni7D63-JP
10386	Ideographs	UROr7D	uni7D65-JP
10387	Ideographs	UROr7D	uni7D66-JP
10388	Ideographs	UROr7D	uni7D67-JP
10389	Ideographs	UROr7D	uni7D68-JP
10390	Ideographs	UROr7D	uni7D6A-JP
10391	Ideographs	UROr7D	uni7D6E-JP
10392	Ideographs	UROr7D	uni7D70-JP
10393	Ideographs	UROr7D	uni7D71-JP
10394	Ideographs	UROr7D	uni7D72-JP
10395	Ideographs	UROr7D	uni7D73-JP
10396	Ideographs	UROr7D	uni7D75-JP
10397	Ideographs	UROr7D	uni7D76-JP
10398	Ideographs	UROr7D	uni7D78-JP
10399	Ideographs	UROr7D	uni7D79-JP
10400	Ideographs	UROr7D	uni7D7A-JP
10401	Ideographs	UROr7D	uni7D7B-JP
10402	Ideographs	UROr7D	uni7D7D-JP
10403	Ideographs	UROr7D	uni7D7F-JP
10404	Ideographs	UROr7D	uni7D81-JP
10405	Ideographs	UROr7D	uni7D82-JP
10406	Ideographs	UROr7D	uni7D83-JP
10407	Ideographs	UROr7D	uni7D85-JP
10408	Ideographs	UROr7D	uni7D86-JP
10409	Ideographs	UROr7D	uni7D88-JP
10410	Ideographs	UROr7D	uni7D89-JP
10411	Ideographs	UROr7D	uni7D8B-JP
10412	Ideographs	UROr7D	uni7D8C-JP
10413	Ideographs	UROr7D	uni7D8D-JP
10414	Ideographs	UROr7D	uni7D8F-JP
10415	Ideographs	UROr7D	uni7D91-JP
10416	Ideographs	UROr7D	uni7D93-JP
10417	Ideographs	UROr7D	uni7D96-JP
10418	Ideographs	UROr7D	uni7D97-JP
10419	Ideographs	UROr7D	uni7D99-JP
10420	Ideographs	UROr7D	uni7D9A-JP
10421	Ideographs	UROr7D	uni7D9B-JP
10422	Ideographs	UROr7D	uni7D9C-JP
10423	Ideographs	UROr7D	uni7D9D-JP
10424	Ideographs	UROr7D	uni7D9E-JP
10425	Ideographs	UROr7D	uni7D9F-JP
10426	Ideographs	UROr7D	uni7DA0-JP
10427	Ideographs	UROr7D	uni7DA2-JP
10428	Ideographs	UROr7D	uni7DA3-JP
10429	Ideographs	UROr7D	uni7DA6-JP
10430	Ideographs	UROr7D	uni7DA7-JP
10431	Ideographs	UROr7D	uni7DAA-JP
10432	Ideographs	UROr7D	uni7DAB-JP
10433	Ideographs	UROr7D	uni7DAC-JP
10434	Ideographs	UROr7D	uni7DAD-JP
10435	Ideographs	UROr7D	uni7DAE-JP
10436	Ideographs	UROr7D	uni7DAF-JP
10437	Ideographs	UROr7D	uni7DB0-JP
10438	Ideographs	UROr7D	uni7DB1-JP
10439	Ideographs	UROr7D	uni7DB2-JP
10440	Ideographs	UROr7D	uni7DB3-JP
10441	Ideographs	UROr7D	uni7DB4-JP
10442	Ideographs	UROr7D	uni7DB5-JP
10443	Ideographs	UROr7D	uni7DB6-JP
10444	Ideographs	UROr7D	uni7DB7-JP
10445	Ideographs	UROr7D	uni7DB8-JP
10446	Ideographs	UROr7D	uni7DB9-JP
10447	Ideographs	UROr7D	uni7DBA-JP
10448	Ideographs	UROr7D	uni7DBB-JP
10449	Ideographs	UROr7D	uni7DBD-JP
10450	Ideographs	UROr7D	uni7DBE-JP
10451	Ideographs	UROr7D	uni7DBF-JP
10452	Ideographs	UROr7D	uni7DC0-JP
10453	Ideographs	UROr7D	uni7DC2-JP
10454	Ideographs	UROr7D	uni7DC3-JP
10455	Ideographs	UROr7D	uni7DC4-JP
10456	Ideographs	UROr7D	uni7DC5-JP
10457	Ideographs	UROr7D	uni7DC6-JP
10458	Ideographs	UROr7D	uni7DC7-JP
10459	Ideographs	UROr7D	uni7DCA-JP
10460	Ideographs	UROr7D	uni7DCB-JP
10461	Ideographs	UROr7D	uni7DCC-JP
10462	Ideographs	UROr7D	uni7DCD-JP
10463	Ideographs	UROr7D	uni7DCE-JP
10464	Ideographs	UROr7D	uni7DCF-JP
10465	Ideographs	UROr7D	uni7DD0-JP
10466	Ideographs	UROr7D	uni7DD1-JP
10467	Ideographs	UROr7D	uni7DD2-JP
10468	Ideographs	UROr7D	uni7DD5-JP
10469	Ideographs	UROr7D	uni7DD6-JP
10470	Ideographs	UROr7D	uni7DD7-JP
10471	Ideographs	UROr7D	uni7DD8-JP
10472	Ideographs	UROr7D	uni7DD9-JP
10473	Ideographs	UROr7D	uni7DDA-JP
10474	Ideographs	UROr7D	uni7DDC-JP
10475	Ideographs	UROr7D	uni7DDD-JP
10476	Ideographs	UROr7D	uni7DDE-JP
10477	Ideographs	UROr7D	uni7DE0-JP
10478	Ideographs	UROr7D	uni7DE1-JP
10479	Ideographs	UROr7D	uni7DE2-JP
10480	Ideographs	UROr7D	uni7DE3-JP
10481	Ideographs	UROr7D	uni7DE4-JP
10482	Ideographs	UROr7D	uni7DE5-JP
10483	Ideographs	UROr7D	uni7DE6-JP
10484	Ideographs	UROr7D	uni7DE8-JP
10485	Ideographs	UROr7D	uni7DE9-JP
10486	Ideographs	UROr7D	uni7DEA-JP
10487	Ideographs	UROr7D	uni7DEB-JP
10488	Ideographs	UROr7D	uni7DEC-JP
10489	Ideographs	UROr7D	uni7DED-JP
10490	Ideographs	UROr7D	uni7DEF-JP
10491	Ideographs	UROr7D	uni7DF1-JP
10492	Ideographs	UROr7D	uni7DF2-JP
10493	Ideographs	UROr7D	uni7DF4-JP
10494	Ideographs	UROr7D	uni7DF5-JP
10495	Ideographs	UROr7D	uni7DF6-JP
10496	Ideographs	UROr7D	uni7DF9-JP
10497	Ideographs	UROr7D	uni7DFA-JP
10498	Ideographs	UROr7D	uni7DFB-JP
10499	Ideographs	UROr7E	uni7E00-JP
10500	Ideographs	UROr7E	uni7E01-JP
10501	Ideographs	UROr7E	uni7E04-JP
10502	Ideographs	UROr7E	uni7E05-JP
10503	Ideographs	UROr7E	uni7E08-JP
10504	Ideographs	UROr7E	uni7E09-JP
10505	Ideographs	UROr7E	uni7E0A-JP
10506	Ideographs	UROr7E	uni7E0B-JP
10507	Ideographs	UROr7E	uni7E10-JP
10508	Ideographs	UROr7E	uni7E11-JP
10509	Ideographs	UROr7E	uni7E12-JP
10510	Ideographs	UROr7E	uni7E15-JP
10511	Ideographs	UROr7E	uni7E17-JP
10512	Ideographs	UROr7E	uni7E1B-JP
10513	Ideographs	UROr7E	uni7E1C-JP
10514	Ideographs	UROr7E	uni7E1D-JP
10515	Ideographs	UROr7E	uni7E1E-JP
10516	Ideographs	UROr7E	uni7E1F-JP
10517	Ideographs	UROr7E	uni7E20-JP
10518	Ideographs	UROr7E	uni7E21-JP
10519	Ideographs	UROr7E	uni7E22-JP
10520	Ideographs	UROr7E	uni7E23-JP
10521	Ideographs	UROr7E	uni7E26-JP
10522	Ideographs	UROr7E	uni7E27-JP
10523	Ideographs	UROr7E	uni7E28-JP
10524	Ideographs	UROr7E	uni7E2B-JP
10525	Ideographs	UROr7E	uni7E2C-JP
10526	Ideographs	UROr7E	uni7E2D-JP
10527	Ideographs	UROr7E	uni7E2E-JP
10528	Ideographs	UROr7E	uni7E2F-JP
10529	Ideographs	UROr7E	uni7E31-JP
10530	Ideographs	UROr7E	uni7E32-JP
10531	Ideographs	UROr7E	uni7E33-JP
10532	Ideographs	UROr7E	uni7E35-JP
10533	Ideographs	UROr7E	uni7E36-JP
10534	Ideographs	UROr7E	uni7E37-JP
10535	Ideographs	UROr7E	uni7E39-JP
10536	Ideographs	UROr7E	uni7E3A-JP
10537	Ideographs	UROr7E	uni7E3B-JP
10538	Ideographs	UROr7E	uni7E3D-JP
10539	Ideographs	UROr7E	uni7E3E-JP
10540	Ideographs	UROr7E	uni7E3F-JP
10541	Ideographs	UROr7E	uni7E41-JP
10542	Ideographs	UROr7E	uni7E43-JP
10543	Ideographs	UROr7E	uni7E44-JP
10544	Ideographs	UROr7E	uni7E45-JP
10545	Ideographs	UROr7E	uni7E46-JP
10546	Ideographs	UROr7E	uni7E47-JP
10547	Ideographs	UROr7E	uni7E48-JP
10548	Ideographs	UROr7E	uni7E4A-JP
10549	Ideographs	UROr7E	uni7E4B-JP
10550	Ideographs	UROr7E	uni7E4D-JP
10551	Ideographs	UROr7E	uni7E4E-JP
10552	Ideographs	UROr7E	uni7E50-JP
10553	Ideographs	UROr7E	uni7E52-JP
10554	Ideographs	UROr7E	uni7E54-JP
10555	Ideographs	UROr7E	uni7E55-JP
10556	Ideographs	UROr7E	uni7E56-JP
10557	Ideographs	UROr7E	uni7E58-JP
10558	Ideographs	UROr7E	uni7E59-JP
10559	Ideographs	UROr7E	uni7E5A-JP
10560	Ideographs	UROr7E	uni7E5D-JP
10561	Ideographs	UROr7E	uni7E5E-JP
10562	Ideographs	UROr7E	uni7E5F-JP
10563	Ideographs	UROr7E	uni7E61-JP
10564	Ideographs	UROr7E	uni7E62-JP
10565	Ideographs	UROr7E	uni7E65-JP
10566	Ideographs	UROr7E	uni7E66-JP
10567	Ideographs	UROr7E	uni7E67-JP
10568	Ideographs	UROr7E	uni7E69-JP
10569	Ideographs	UROr7E	uni7E6A-JP
10570	Ideographs	UROr7E	uni7E6B-JP
10571	Ideographs	UROr7E	uni7E6D-JP
10572	Ideographs	UROr7E	uni7E6E-JP
10573	Ideographs	UROr7E	uni7E6F-JP
10574	Ideographs	UROr7E	uni7E70-JP
10575	Ideographs	UROr7E	uni7E73-JP
10576	Ideographs	UROr7E	uni7E75-JP
10577	Ideographs	UROr7E	uni7E78-JP
10578	Ideographs	UROr7E	uni7E79-JP
10579	Ideographs	UROr7E	uni7E7B-JP
10580	Ideographs	UROr7E	uni7E7C-JP
10581	Ideographs	UROr7E	uni7E7D-JP
10582	Ideographs	UROr7E	uni7E7E-JP
10583	Ideographs	UROr7E	uni7E7F-JP
10584	Ideographs	UROr7E	uni7E81-JP
10585	Ideographs	UROr7E	uni7E82-JP
10586	Ideographs	UROr7E	uni7E83-JP
10587	Ideographs	UROr7E	uni7E86-JP
10588	Ideographs	UROr7E	uni7E87-JP
10589	Ideographs	UROr7E	uni7E88-JP
10590	Ideographs	UROr7E	uni7E89-JP
10591	Ideographs	UROr7E	uni7E8A-JP
10592	Ideographs	UROr7E	uni7E8C-JP
10593	Ideographs	UROr7E	uni7E8D-JP
10594	Ideographs	UROr7E	uni7E8E-JP
10595	Ideographs	UROr7E	uni7E8F-JP
10596	Ideographs	UROr7E	uni7E90-JP
10597	Ideographs	UROr7E	uni7E91-JP
10598	Ideographs	UROr7E	uni7E92-JP
10599	Ideographs	UROr7E	uni7E93-JP
10600	Ideographs	UROr7E	uni7E94-JP
10601	Ideographs	UROr7E	uni7E95-JP
10602	Ideographs	UROr7E	uni7E96-JP
10603	Ideographs	UROr7E	uni7E98-JP
10604	Ideographs	UROr7E	uni7E9A-JP
10605	Ideographs	UROr7E	uni7E9B-JP
10606	Ideographs	UROr7E	uni7E9C-JP
10607	Ideographs	UROr7E	uni7E9D-JP
10608	Ideographs	UROr7E	uni7E9E-JP
10609	Ideographs	UROr7E	uni7E9F-CN
10610	Ideographs	UROr7F	uni7F36-JP
10611	Ideographs	UROr7F	uni7F38-JP
10612	Ideographs	UROr7F	uni7F3A-JP
10613	Ideographs	UROr7F	uni7F3B-JP
10614	Ideographs	UROr7F	uni7F3C-JP
10615	Ideographs	UROr7F	uni7F3D-JP
10616	Ideographs	UROr7F	uni7F3E-JP
10617	Ideographs	UROr7F	uni7F3F-JP
10618	Ideographs	UROr7F	uni7F43-JP
10619	Ideographs	UROr7F	uni7F44-JP
10620	Ideographs	UROr7F	uni7F45-JP
10621	Ideographs	UROr7F	uni7F47-JP
10622	Ideographs	UROr7F	uni7F4C-JP
10623	Ideographs	UROr7F	uni7F4D-JP
10624	Ideographs	UROr7F	uni7F4E-JP
10625	Ideographs	UROr7F	uni7F4F-JP
10626	Ideographs	UROr7F	uni7F50-JP
10627	Ideographs	UROr7F	uni7F51-JP
10628	Ideographs	UROr7F	uni7F52-JP
10629	Ideographs	UROr7F	uni7F53-JP
10630	Ideographs	UROr7F	uni7F54-JP
10631	Ideographs	UROr7F	uni7F55-JP
10632	Ideographs	UROr7F	uni7F58-CN
10633	Ideographs	UROr7F	uni7F5B-JP
10634	Ideographs	UROr7F	uni7F5C-JP
10635	Ideographs	UROr7F	uni7F5D-JP
10636	Ideographs	UROr7F	uni7F5F-CN
10637	Ideographs	UROr7F	uni7F60-JP
10638	Ideographs	UROr7F	uni7F61-CN
10639	Ideographs	UROr7F	uni7F63-JP
10640	Ideographs	UROr7F	uni7F64-JP
10641	Ideographs	UROr7F	uni7F65-JP
10642	Ideographs	UROr7F	uni7F66-JP
10643	Ideographs	UROr7F	uni7F67-JP
10644	Ideographs	UROr7F	uni7F68-CN
10645	Ideographs	UROr7F	uni7F69-CN
10646	Ideographs	UROr7F	uni7F6A-JP
10647	Ideographs	UROr7F	uni7F6B-JP
10648	Ideographs	UROr7F	uni7F6D-JP
10649	Ideographs	UROr7F	uni7F6E-JP
10650	Ideographs	UROr7F	uni7F70-JP
10651	Ideographs	UROr7F	uni7F71-CN
10652	Ideographs	UROr7F	uni7F72-CN
10653	Ideographs	UROr7F	uni7F75-JP
10654	Ideographs	UROr7F	uni7F77-JP
10655	Ideographs	UROr7F	uni7F78-JP
10656	Ideographs	UROr7F	uni7F79-JP
10657	Ideographs	UROr7F	uni7F7D-JP
10658	Ideographs	UROr7F	uni7F7E-JP
10659	Ideographs	UROr7F	uni7F7F-JP
10660	Ideographs	UROr7F	uni7F80-JP
10661	Ideographs	UROr7F	uni7F82-JP
10662	Ideographs	UROr7F	uni7F83-JP
10663	Ideographs	UROr7F	uni7F85-JP
10664	Ideographs	UROr7F	uni7F86-JP
10665	Ideographs	UROr7F	uni7F87-JP
10666	Ideographs	UROr7F	uni7F88-JP
10667	Ideographs	UROr7F	uni7F8A-JP
10668	Ideographs	UROr7F	uni7F8B-JP
10669	Ideographs	UROr7F	uni7F8C-JP
10670	Ideographs	UROr7F	uni7F8D-JP
10671	Ideographs	UROr7F	uni7F8E-JP
10672	Ideographs	UROr7F	uni7F8F-JP
10673	Ideographs	UROr7F	uni7F90-JP
10674	Ideographs	UROr7F	uni7F91-JP
10675	Ideographs	UROr7F	uni7F94-CN
10676	Ideographs	UROr7F	uni7F96-JP
10677	Ideographs	UROr7F	uni7F97-JP
10678	Ideographs	UROr7F	uni7F9A-JP
10679	Ideographs	UROr7F	uni7F9C-JP
10680	Ideographs	UROr7F	uni7F9D-JP
10681	Ideographs	UROr7F	uni7F9E-JP
10682	Ideographs	UROr7F	uni7FA1-JP
10683	Ideographs	UROr7F	uni7FA2-JP
10684	Ideographs	UROr7F	uni7FA3-JP
10685	Ideographs	UROr7F	uni7FA4-JP
10686	Ideographs	UROr7F	uni7FA6-JP
10687	Ideographs	UROr7F	uni7FA8-JP
10688	Ideographs	UROr7F	uni7FA9-JP
10689	Ideographs	UROr7F	uni7FAA-JP
10690	Ideographs	UROr7F	uni7FAD-JP
10691	Ideographs	UROr7F	uni7FAE-CN
10692	Ideographs	UROr7F	uni7FAF-JP
10693	Ideographs	UROr7F	uni7FB2-JP
10694	Ideographs	UROr7F	uni7FB4-JP
10695	Ideographs	UROr7F	uni7FB6-JP
10696	Ideographs	UROr7F	uni7FB8-JP
10697	Ideographs	UROr7F	uni7FB9-JP
10698	Ideographs	UROr7F	uni7FBC-JP
10699	Ideographs	UROr7F	uni7FBD-CN
10700	Ideographs	UROr7F	uni7FBF-JP
10701	Ideographs	UROr7F	uni7FC0-JP
10702	Ideographs	UROr7F	uni7FC1-JP
10703	Ideographs	UROr7F	uni7FC3-JP
10704	Ideographs	UROr7F	uni7FC5-JP
10705	Ideographs	UROr7F	uni7FC6-JP
10706	Ideographs	UROr7F	uni7FC8-JP
10707	Ideographs	UROr7F	uni7FCA-JP
10708	Ideographs	UROr7F	uni7FCC-JP
10709	Ideographs	UROr7F	uni7FCE-JP
10710	Ideographs	UROr7F	uni7FCF-JP
10711	Ideographs	UROr7F	uni7FD2-JP
10712	Ideographs	UROr7F	uni7FD4-JP
10713	Ideographs	UROr7F	uni7FD5-JP
10714	Ideographs	UROr7F	uni7FDB-JP
10715	Ideographs	UROr7F	uni7FDF-JP
10716	Ideographs	UROr7F	uni7FE0-JP
10717	Ideographs	UROr7F	uni7FE1-JP
10718	Ideographs	UROr7F	uni7FE3-JP
10719	Ideographs	UROr7F	uni7FE5-JP
10720	Ideographs	UROr7F	uni7FE6-JP
10721	Ideographs	UROr7F	uni7FE8-JP
10722	Ideographs	UROr7F	uni7FE9-JP
10723	Ideographs	UROr7F	uni7FEB-JP
10724	Ideographs	UROr7F	uni7FEC-JP
10725	Ideographs	UROr7F	uni7FEE-JP
10726	Ideographs	UROr7F	uni7FEF-JP
10727	Ideographs	UROr7F	uni7FF0-JP
10728	Ideographs	UROr7F	uni7FF2-JP
10729	Ideographs	UROr7F	uni7FF3-JP
